Date,Forecasted_Transaction_Revenue,Store_Location
2023-07-01,1725.2016287804681,Orlando
2023-07-02,1728.8140191395041,Orlando
2023-07-03,1732.4264094985401,Orlando
2023-07-04,1736.0387998575761,Orlando
2023-07-05,1739.6511902166121,Orlando
2023-07-06,1743.2635805756481,Orlando
2023-07-07,1746.8759709346843,Orlando
2023-07-08,1750.4883612937203,Orlando
2023-07-09,1754.1007516527563,Orlando
2023-07-10,1757.7131420117923,Orlando
2023-07-11,1761.3255323708283,Orlando
2023-07-12,1764.9379227298643,Orlando
2023-07-13,1768.5503130889003,Orlando
2023-07-14,1772.1627034479363,Orlando
2023-07-15,1775.7750938069723,Orlando
2023-07-16,1779.3874841660083,Orlando
2023-07-17,1782.9998745250443,Orlando
2023-07-18,1786.6122648840803,Orlando
2023-07-19,1790.2246552431166,Orlando
2023-07-20,1793.8370456021526,Orlando
2023-07-21,1797.4494359611886,Orlando
2023-07-22,1801.0618263202246,Orlando
2023-07-23,1804.6742166792606,Orlando
2023-07-24,1808.2866070382966,Orlando
2023-07-25,1811.8989973973326,Orlando
2023-07-26,1815.5113877563685,Orlando
2023-07-27,1819.1237781154045,Orlando
2023-07-28,1822.7361684744405,Orlando
2023-07-29,1826.3485588334765,Orlando
2023-07-30,1829.9609491925125,Orlando
2023-07-31,1833.5733395515485,Orlando
2023-08-01,1837.1857299105845,Orlando
2023-08-02,1840.7981202696208,Orlando
2023-08-03,1844.4105106286568,Orlando
2023-08-04,1848.0229009876928,Orlando
2023-08-05,1851.6352913467288,Orlando
2023-08-06,1855.2476817057648,Orlando
2023-08-07,1858.8600720648008,Orlando
2023-08-08,1862.4724624238368,Orlando
2023-08-09,1866.0848527828728,Orlando
2023-08-10,1869.6972431419088,Orlando
2023-08-11,1873.3096335009448,Orlando
2023-08-12,1876.9220238599808,Orlando
2023-08-13,1880.534414219017,Orlando
2023-08-14,1884.146804578053,Orlando
2023-08-15,1887.759194937089,Orlando
2023-08-16,1891.371585296125,Orlando
2023-08-17,1894.983975655161,Orlando
2023-08-18,1898.596366014197,Orlando
2023-08-19,1902.208756373233,Orlando
2023-08-20,1905.821146732269,Orlando
2023-08-21,1909.433537091305,Orlando
2023-08-22,1913.045927450341,Orlando
2023-08-23,1916.658317809377,Orlando
2023-08-24,1920.270708168413,Orlando
2023-08-25,1923.883098527449,Orlando
2023-08-26,1927.495488886485,Orlando
2023-08-27,1931.107879245521,Orlando
2023-08-28,1934.7202696045572,Orlando
2023-08-29,1938.3326599635932,Orlando
2023-08-30,1941.9450503226292,Orlando
2023-08-31,1945.5574406816652,Orlando
2023-09-01,1949.1698310407012,Orlando
2023-09-02,1952.7822213997372,Orlando
2023-09-03,1956.3946117587732,Orlando
2023-09-04,1960.0070021178092,Orlando
2023-09-05,1963.6193924768452,Orlando
2023-09-06,1967.2317828358812,Orlando
2023-09-07,1970.8441731949172,Orlando
2023-09-08,1974.4565635539534,Orlando
2023-09-09,1978.0689539129894,Orlando
2023-09-10,1981.6813442720254,Orlando
2023-09-11,1985.2937346310614,Orlando
2023-09-12,1988.9061249900974,Orlando
2023-09-13,1992.5185153491334,Orlando
2023-09-14,1996.1309057081694,Orlando
2023-09-15,1999.7432960672054,Orlando
2023-09-16,2003.3556864262414,Orlando
2023-09-17,2006.9680767852774,Orlando
2023-09-18,2010.5804671443134,Orlando
2023-09-19,2014.1928575033494,Orlando
2023-09-20,2017.8052478623854,Orlando
2023-09-21,2021.4176382214214,Orlando
2023-09-22,2025.0300285804574,Orlando
2023-09-23,2028.6424189394936,Orlando
2023-09-24,2032.2548092985296,Orlando
2023-09-25,2035.8671996575656,Orlando
2023-09-26,2039.4795900166016,Orlando
2023-09-27,2043.0919803756376,Orlando
2023-09-28,2046.7043707346736,Orlando
2023-09-29,2050.31676109371,Orlando
2023-09-30,2053.929151452746,Orlando
2023-10-01,2057.541541811782,Orlando
2023-10-02,2061.153932170818,Orlando
2023-10-03,2064.766322529854,Orlando
2023-10-04,2068.37871288889,Orlando
2023-10-05,2071.991103247926,Orlando
2023-10-06,2075.603493606962,Orlando
2023-10-07,2079.215883965998,Orlando
2023-10-08,2082.828274325034,Orlando
2023-10-09,2086.44066468407,Orlando
2023-10-10,2090.053055043106,Orlando
2023-10-11,2093.665445402142,Orlando
2023-10-12,2097.277835761178,Orlando
2023-10-13,2100.890226120214,Orlando
2023-10-14,2104.50261647925,Orlando
2023-10-15,2108.115006838286,Orlando
2023-10-16,2111.727397197322,Orlando
2023-10-17,2115.339787556358,Orlando
2023-10-18,2118.952177915394,Orlando
2023-10-19,2122.56456827443,Orlando
2023-10-20,2126.176958633466,Orlando
2023-10-21,2129.789348992502,Orlando
2023-10-22,2133.401739351538,Orlando
2023-10-23,2137.014129710574,Orlando
2023-10-24,2140.62652006961,Orlando
2023-10-25,2144.2389104286462,Orlando
2023-10-26,2147.8513007876822,Orlando
2023-10-27,2151.4636911467182,Orlando
2023-10-28,2155.0760815057542,Orlando
2023-10-29,2158.6884718647902,Orlando
2023-10-30,2162.3008622238262,Orlando
2023-10-31,2165.9132525828622,Orlando
2023-11-01,2169.5256429418982,Orlando
2023-11-02,2173.1380333009342,Orlando
2023-11-03,2176.7504236599702,Orlando
2023-11-04,2180.3628140190062,Orlando
2023-11-05,2183.9752043780422,Orlando
2023-11-06,2187.5875947370782,Orlando
2023-11-07,2191.1999850961142,Orlando
2023-11-08,2194.8123754551502,Orlando
2023-11-09,2198.4247658141862,Orlando
2023-11-10,2202.0371561732222,Orlando
2023-11-11,2205.6495465322582,Orlando
2023-11-12,2209.261936891294,Orlando
2023-11-13,2212.87432725033,Orlando
2023-11-14,2216.486717609366,Orlando
2023-11-15,2220.099107968402,Orlando
2023-11-16,2223.711498327438,Orlando
2023-11-17,2227.3238886864747,Orlando
2023-11-18,2230.9362790455107,Orlando
2023-11-19,2234.5486694045467,Orlando
2023-11-20,2238.1610597635827,Orlando
2023-11-21,2241.7734501226187,Orlando
2023-11-22,2245.3858404816547,Orlando
2023-11-23,2248.9982308406907,Orlando
2023-11-24,2252.6106211997267,Orlando
2023-11-25,2256.2230115587627,Orlando
2023-11-26,2259.8354019177987,Orlando
2023-11-27,2263.4477922768347,Orlando
2023-11-28,2267.0601826358707,Orlando
2023-11-29,2270.6725729949067,Orlando
2023-11-30,2274.2849633539427,Orlando
2023-12-01,2277.8973537129787,Orlando
2023-12-02,2281.5097440720147,Orlando
2023-12-03,2285.1221344310507,Orlando
2023-12-04,2288.7345247900867,Orlando
2023-12-05,2292.3469151491227,Orlando
2023-12-06,2295.9593055081586,Orlando
2023-12-07,2299.5716958671946,Orlando
2023-12-08,2303.1840862262306,Orlando
2023-12-09,2306.7964765852666,Orlando
2023-12-10,2310.4088669443026,Orlando
2023-12-11,2314.0212573033386,Orlando
2023-12-12,2317.6336476623746,Orlando
2023-12-13,2321.2460380214106,Orlando
2023-12-14,2324.8584283804466,Orlando
2023-12-15,2328.4708187394826,Orlando
2023-12-16,2332.0832090985186,Orlando
2023-12-17,2335.695599457555,Orlando
2023-12-18,2339.307989816591,Orlando
2023-12-19,2342.920380175627,Orlando
2023-12-20,2346.532770534663,Orlando
2023-12-21,2350.145160893699,Orlando
2023-12-22,2353.757551252735,Orlando
2023-12-23,2357.369941611771,Orlando
2023-12-24,2360.982331970807,Orlando
2023-12-25,2364.594722329843,Orlando
2023-12-26,2368.207112688879,Orlando
2023-12-27,2371.819503047915,Orlando
2023-07-01,1670.2400025479208,Tampa
2023-07-02,1674.380333477198,Tampa
2023-07-03,1678.5206644064756,Tampa
2023-07-04,1682.660995335753,Tampa
2023-07-05,1686.8013262650304,Tampa
2023-07-06,1690.9416571943077,Tampa
2023-07-07,1695.0819881235852,Tampa
2023-07-08,1699.2223190528625,Tampa
2023-07-09,1703.36264998214,Tampa
2023-07-10,1707.5029809114174,Tampa
2023-07-11,1711.6433118406949,Tampa
2023-07-12,1715.7836427699722,Tampa
2023-07-13,1719.9239736992497,Tampa
2023-07-14,1724.0643046285272,Tampa
2023-07-15,1728.2046355578045,Tampa
2023-07-16,1732.344966487082,Tampa
2023-07-17,1736.4852974163593,Tampa
2023-07-18,1740.6256283456369,Tampa
2023-07-19,1744.7659592749142,Tampa
2023-07-20,1748.9062902041917,Tampa
2023-07-21,1753.046621133469,Tampa
2023-07-22,1757.1869520627465,Tampa
2023-07-23,1761.3272829920238,Tampa
2023-07-24,1765.4676139213013,Tampa
2023-07-25,1769.6079448505786,Tampa
2023-07-26,1773.7482757798562,Tampa
2023-07-27,1777.8886067091335,Tampa
2023-07-28,1782.028937638411,Tampa
2023-07-29,1786.1692685676885,Tampa
2023-07-30,1790.3095994969658,Tampa
2023-07-31,1794.4499304262433,Tampa
2023-08-01,1798.5902613555206,Tampa
2023-08-02,1802.7305922847981,Tampa
2023-08-03,1806.8709232140754,Tampa
2023-08-04,1811.011254143353,Tampa
2023-08-05,1815.1515850726303,Tampa
2023-08-06,1819.2919160019078,Tampa
2023-08-07,1823.432246931185,Tampa
2023-08-08,1827.5725778604626,Tampa
2023-08-09,1831.71290878974,Tampa
2023-08-10,1835.8532397190174,Tampa
2023-08-11,1839.9935706482947,Tampa
2023-08-12,1844.1339015775723,Tampa
2023-08-13,1848.2742325068498,Tampa
2023-08-14,1852.414563436127,Tampa
2023-08-15,1856.5548943654046,Tampa
2023-08-16,1860.695225294682,Tampa
2023-08-17,1864.8355562239594,Tampa
2023-08-18,1868.9758871532367,Tampa
2023-08-19,1873.1162180825143,Tampa
2023-08-20,1877.2565490117915,Tampa
2023-08-21,1881.396879941069,Tampa
2023-08-22,1885.5372108703464,Tampa
2023-08-23,1889.677541799624,Tampa
2023-08-24,1893.8178727289012,Tampa
2023-08-25,1897.9582036581787,Tampa
2023-08-26,1902.098534587456,Tampa
2023-08-27,1906.2388655167335,Tampa
2023-08-28,1910.379196446011,Tampa
2023-08-29,1914.5195273752884,Tampa
2023-08-30,1918.659858304566,Tampa
2023-08-31,1922.8001892338432,Tampa
2023-09-01,1926.9405201631207,Tampa
2023-09-02,1931.080851092398,Tampa
2023-09-03,1935.2211820216755,Tampa
2023-09-04,1939.3615129509528,Tampa
2023-09-05,1943.5018438802304,Tampa
2023-09-06,1947.6421748095077,Tampa
2023-09-07,1951.7825057387852,Tampa
2023-09-08,1955.9228366680627,Tampa
2023-09-09,1960.06316759734,Tampa
2023-09-10,1964.2034985266173,Tampa
2023-09-11,1968.3438294558948,Tampa
2023-09-12,1972.4841603851723,Tampa
2023-09-13,1976.6244913144496,Tampa
2023-09-14,1980.7648222437272,Tampa
2023-09-15,1984.9051531730045,Tampa
2023-09-16,1989.045484102282,Tampa
2023-09-17,1993.1858150315593,Tampa
2023-09-18,1997.3261459608368,Tampa
2023-09-19,2001.466476890114,Tampa
2023-09-20,2005.6068078193916,Tampa
2023-09-21,2009.747138748669,Tampa
2023-09-22,2013.8874696779465,Tampa
2023-09-23,2018.027800607224,Tampa
2023-09-24,2022.1681315365013,Tampa
2023-09-25,2026.3084624657786,Tampa
2023-09-26,2030.448793395056,Tampa
2023-09-27,2034.5891243243336,Tampa
2023-09-28,2038.729455253611,Tampa
2023-09-29,2042.8697861828884,Tampa
2023-09-30,2047.0101171121657,Tampa
2023-10-01,2051.1504480414433,Tampa
2023-10-02,2055.2907789707206,Tampa
2023-10-03,2059.431109899998,Tampa
2023-10-04,2063.5714408292756,Tampa
2023-10-05,2067.711771758553,Tampa
2023-10-06,2071.85210268783,Tampa
2023-10-07,2075.992433617108,Tampa
2023-10-08,2080.1327645463853,Tampa
2023-10-09,2084.2730954756626,Tampa
2023-10-10,2088.41342640494,Tampa
2023-10-11,2092.553757334217,Tampa
2023-10-12,2096.694088263495,Tampa
2023-10-13,2100.834419192772,Tampa
2023-10-14,2104.9747501220495,Tampa
2023-10-15,2109.1150810513273,Tampa
2023-10-16,2113.2554119806045,Tampa
2023-10-17,2117.395742909882,Tampa
2023-10-18,2121.536073839159,Tampa
2023-10-19,2125.676404768437,Tampa
2023-10-20,2129.816735697714,Tampa
2023-10-21,2133.9570666269915,Tampa
2023-10-22,2138.0973975562692,Tampa
2023-10-23,2142.2377284855465,Tampa
2023-10-24,2146.378059414824,Tampa
2023-10-25,2150.518390344101,Tampa
2023-10-26,2154.658721273379,Tampa
2023-10-27,2158.799052202656,Tampa
2023-10-28,2162.9393831319335,Tampa
2023-10-29,2167.079714061211,Tampa
2023-10-30,2171.2200449904885,Tampa
2023-10-31,2175.360375919766,Tampa
2023-11-01,2179.500706849043,Tampa
2023-11-02,2183.6410377783204,Tampa
2023-11-03,2187.781368707598,Tampa
2023-11-04,2191.9216996368755,Tampa
2023-11-05,2196.0620305661528,Tampa
2023-11-06,2200.2023614954305,Tampa
2023-11-07,2204.342692424708,Tampa
2023-11-08,2208.483023353985,Tampa
2023-11-09,2212.6233542832624,Tampa
2023-11-10,2216.7636852125397,Tampa
2023-11-11,2220.9040161418175,Tampa
2023-11-12,2225.0443470710948,Tampa
2023-11-13,2229.1846780003725,Tampa
2023-11-14,2233.32500892965,Tampa
2023-11-15,2237.465339858927,Tampa
2023-11-16,2241.6056707882044,Tampa
2023-11-17,2245.7460017174817,Tampa
2023-11-18,2249.8863326467595,Tampa
2023-11-19,2254.0266635760368,Tampa
2023-11-20,2258.166994505314,Tampa
2023-11-21,2262.307325434592,Tampa
2023-11-22,2266.447656363869,Tampa
2023-11-23,2270.5879872931464,Tampa
2023-11-24,2274.7283182224237,Tampa
2023-11-25,2278.868649151701,Tampa
2023-11-26,2283.0089800809787,Tampa
2023-11-27,2287.149311010256,Tampa
2023-11-28,2291.289641939534,Tampa
2023-11-29,2295.429972868811,Tampa
2023-11-30,2299.5703037980884,Tampa
2023-12-01,2303.7106347273657,Tampa
2023-12-02,2307.850965656643,Tampa
2023-12-03,2311.9912965859207,Tampa
2023-12-04,2316.131627515198,Tampa
2023-12-05,2320.2719584444753,Tampa
2023-12-06,2324.412289373753,Tampa
2023-12-07,2328.5526203030304,Tampa
2023-12-08,2332.6929512323077,Tampa
2023-12-09,2336.833282161585,Tampa
2023-12-10,2340.9736130908623,Tampa
2023-12-11,2345.11394402014,Tampa
2023-12-12,2349.2542749494173,Tampa
2023-12-13,2353.394605878695,Tampa
2023-12-14,2357.5349368079724,Tampa
2023-12-15,2361.6752677372497,Tampa
2023-12-16,2365.815598666527,Tampa
2023-12-17,2369.9559295958043,Tampa
2023-12-18,2374.096260525082,Tampa
2023-12-19,2378.2365914543593,Tampa
2023-12-20,2382.3769223836366,Tampa
2023-12-21,2386.5172533129144,Tampa
2023-12-22,2390.6575842421917,Tampa
2023-12-23,2394.797915171469,Tampa
2023-12-24,2398.9382461007463,Tampa
2023-12-25,2403.078577030024,Tampa
2023-12-26,2407.2189079593013,Tampa
2023-12-27,2411.3592388885786,Tampa
2023-07-01,1933.250294780053,Miami
2023-07-02,1937.8468443115469,Miami
2023-07-03,1942.4433938430404,Miami
2023-07-04,1947.0399433745342,Miami
2023-07-05,1951.636492906028,Miami
2023-07-06,1956.2330424375218,Miami
2023-07-07,1960.8295919690156,Miami
2023-07-08,1965.4261415005092,Miami
2023-07-09,1970.022691032003,Miami
2023-07-10,1974.6192405634968,Miami
2023-07-11,1979.2157900949906,Miami
2023-07-12,1983.8123396264843,Miami
2023-07-13,1988.408889157978,Miami
2023-07-14,1993.0054386894717,Miami
2023-07-15,1997.6019882209655,Miami
2023-07-16,2002.1985377524593,Miami
2023-07-17,2006.795087283953,Miami
2023-07-18,2011.3916368154466,Miami
2023-07-19,2015.9881863469404,Miami
2023-07-20,2020.5847358784342,Miami
2023-07-21,2025.181285409928,Miami
2023-07-22,2029.7778349414216,Miami
2023-07-23,2034.3743844729154,Miami
2023-07-24,2038.9709340044092,Miami
2023-07-25,2043.567483535903,Miami
2023-07-26,2048.1640330673968,Miami
2023-07-27,2052.7605825988903,Miami
2023-07-28,2057.3571321303843,Miami
2023-07-29,2061.953681661878,Miami
2023-07-30,2066.5502311933715,Miami
2023-07-31,2071.1467807248655,Miami
2023-08-01,2075.743330256359,Miami
2023-08-02,2080.339879787853,Miami
2023-08-03,2084.9364293193466,Miami
2023-08-04,2089.53297885084,Miami
2023-08-05,2094.1295283823342,Miami
2023-08-06,2098.726077913828,Miami
2023-08-07,2103.322627445322,Miami
2023-08-08,2107.9191769768154,Miami
2023-08-09,2112.515726508309,Miami
2023-08-10,2117.112276039803,Miami
2023-08-11,2121.7088255712965,Miami
2023-08-12,2126.3053751027905,Miami
2023-08-13,2130.901924634284,Miami
2023-08-14,2135.4984741657777,Miami
2023-08-15,2140.0950236972717,Miami
2023-08-16,2144.6915732287653,Miami
2023-08-17,2149.2881227602593,Miami
2023-08-18,2153.884672291753,Miami
2023-08-19,2158.4812218232464,Miami
2023-08-20,2163.0777713547404,Miami
2023-08-21,2167.674320886234,Miami
2023-08-22,2172.270870417728,Miami
2023-08-23,2176.8674199492216,Miami
2023-08-24,2181.463969480715,Miami
2023-08-25,2186.060519012209,Miami
2023-08-26,2190.6570685437027,Miami
2023-08-27,2195.2536180751968,Miami
2023-08-28,2199.8501676066903,Miami
2023-08-29,2204.446717138184,Miami
2023-08-30,2209.043266669678,Miami
2023-08-31,2213.6398162011715,Miami
2023-09-01,2218.2363657326655,Miami
2023-09-02,2222.832915264159,Miami
2023-09-03,2227.4294647956526,Miami
2023-09-04,2232.0260143271466,Miami
2023-09-05,2236.62256385864,Miami
2023-09-06,2241.219113390134,Miami
2023-09-07,2245.815662921628,Miami
2023-09-08,2250.4122124531214,Miami
2023-09-09,2255.0087619846154,Miami
2023-09-10,2259.605311516109,Miami
2023-09-11,2264.201861047603,Miami
2023-09-12,2268.7984105790965,Miami
2023-09-13,2273.39496011059,Miami
2023-09-14,2277.991509642084,Miami
2023-09-15,2282.5880591735777,Miami
2023-09-16,2287.1846087050717,Miami
2023-09-17,2291.7811582365653,Miami
2023-09-18,2296.377707768059,Miami
2023-09-19,2300.974257299553,Miami
2023-09-20,2305.5708068310464,Miami
2023-09-21,2310.1673563625404,Miami
2023-09-22,2314.763905894034,Miami
2023-09-23,2319.3604554255276,Miami
2023-09-24,2323.9570049570216,Miami
2023-09-25,2328.553554488515,Miami
2023-09-26,2333.150104020009,Miami
2023-09-27,2337.7466535515027,Miami
2023-09-28,2342.3432030829963,Miami
2023-09-29,2346.9397526144903,Miami
2023-09-30,2351.536302145984,Miami
2023-10-01,2356.1328516774774,Miami
2023-10-02,2360.7294012089715,Miami
2023-10-03,2365.325950740465,Miami
2023-10-04,2369.922500271959,Miami
2023-10-05,2374.5190498034526,Miami
2023-10-06,2379.1155993349466,Miami
2023-10-07,2383.71214886644,Miami
2023-10-08,2388.3086983979338,Miami
2023-10-09,2392.905247929428,Miami
2023-10-10,2397.5017974609214,Miami
2023-10-11,2402.098346992415,Miami
2023-10-12,2406.694896523909,Miami
2023-10-13,2411.2914460554025,Miami
2023-10-14,2415.8879955868965,Miami
2023-10-15,2420.48454511839,Miami
2023-10-16,2425.081094649884,Miami
2023-10-17,2429.6776441813777,Miami
2023-10-18,2434.2741937128712,Miami
2023-10-19,2438.8707432443653,Miami
2023-10-20,2443.467292775859,Miami
2023-10-21,2448.0638423073524,Miami
2023-10-22,2452.6603918388464,Miami
2023-10-23,2457.25694137034,Miami
2023-10-24,2461.853490901834,Miami
2023-10-25,2466.4500404333276,Miami
2023-10-26,2471.0465899648216,Miami
2023-10-27,2475.643139496315,Miami
2023-10-28,2480.2396890278087,Miami
2023-10-29,2484.8362385593027,Miami
2023-10-30,2489.4327880907963,Miami
2023-10-31,2494.02933762229,Miami
2023-11-01,2498.625887153784,Miami
2023-11-02,2503.2224366852774,Miami
2023-11-03,2507.8189862167715,Miami
2023-11-04,2512.415535748265,Miami
2023-11-05,2517.012085279759,Miami
2023-11-06,2521.6086348112526,Miami
2023-11-07,2526.205184342746,Miami
2023-11-08,2530.80173387424,Miami
2023-11-09,2535.3982834057338,Miami
2023-11-10,2539.9948329372273,Miami
2023-11-11,2544.5913824687213,Miami
2023-11-12,2549.187932000215,Miami
2023-11-13,2553.784481531709,Miami
2023-11-14,2558.3810310632025,Miami
2023-11-15,2562.9775805946965,Miami
2023-11-16,2567.57413012619,Miami
2023-11-17,2572.1706796576836,Miami
2023-11-18,2576.7672291891777,Miami
2023-11-19,2581.3637787206712,Miami
2023-11-20,2585.960328252165,Miami
2023-11-21,2590.556877783659,Miami
2023-11-22,2595.1534273151524,Miami
2023-11-23,2599.7499768466464,Miami
2023-11-24,2604.34652637814,Miami
2023-11-25,2608.943075909634,Miami
2023-11-26,2613.5396254411276,Miami
2023-11-27,2618.136174972621,Miami
2023-11-28,2622.732724504115,Miami
2023-11-29,2627.3292740356087,Miami
2023-11-30,2631.9258235671023,Miami
2023-12-01,2636.5223730985963,Miami
2023-12-02,2641.11892263009,Miami
2023-12-03,2645.715472161584,Miami
2023-12-04,2650.3120216930774,Miami
2023-12-05,2654.9085712245715,Miami
2023-12-06,2659.505120756065,Miami
2023-12-07,2664.1016702875586,Miami
2023-12-08,2668.6982198190526,Miami
2023-12-09,2673.294769350546,Miami
2023-12-10,2677.8913188820397,Miami
2023-12-11,2682.4878684135338,Miami
2023-12-12,2687.0844179450273,Miami
2023-12-13,2691.6809674765213,Miami
2023-12-14,2696.277517008015,Miami
2023-12-15,2700.874066539509,Miami
2023-12-16,2705.4706160710025,Miami
2023-12-17,2710.067165602496,Miami
2023-12-18,2714.66371513399,Miami
2023-12-19,2719.2602646654836,Miami
2023-12-20,2723.856814196977,Miami
2023-12-21,2728.4533637284712,Miami
2023-12-22,2733.049913259965,Miami
2023-12-23,2737.6464627914584,Miami
2023-12-24,2742.2430123229524,Miami
2023-12-25,2746.8395618544464,Miami
2023-12-26,2751.43611138594,Miami
2023-12-27,2756.0326609174335,Miami
